Date,Open,High,Low,Close,Adj Close,Volume
2023-03-17,810.000000,816.250000,803.250000,816.250000,816.250000,3378276
2023-03-20,797.950012,853.299988,775.450012,848.650024,848.650024,6908589
2023-03-21,868.000000,891.049988,865.650024,891.049988,891.049988,3819655
2023-03-22,923.000000,935.599976,923.000000,935.599976,935.599976,1825044
2023-03-23,982.000000,982.349976,977.750000,982.349976,982.349976,1170710
2023-03-24,1024.000000,1031.449951,942.650024,1029.349976,1029.349976,12923291
2023-03-27,1060.000000,1074.500000,977.900024,984.900024,984.900024,7656812
2023-03-28,950.000000,953.799988,935.650024,935.650024,935.650024,1057688
2023-03-29,888.900024,973.950012,888.900024,894.349976,894.349976,8902722
2023-03-31,912.000000,936.000000,872.200012,881.150024,881.150024,3833232
2023-04-03,884.799988,887.000000,837.099976,837.450012,837.450012,2788282
2023-04-05,815.000000,861.000000,795.599976,815.599976,815.599976,3818321
2023-04-06,838.900024,856.349976,808.549988,856.349976,856.349976,3002370
2023-04-10,897.000000,899.150024,885.650024,899.150024,899.150024,1891503
2023-04-11,936.000000,944.099976,936.000000,944.099976,944.099976,1163105
2023-04-12,991.299988,991.299988,920.000000,941.849976,941.849976,8203268
2023-04-13,939.549988,963.799988,920.000000,941.150024,941.150024,2585526
2023-04-17,965.000000,970.000000,946.000000,962.549988,962.549988,2317568
2023-04-18,973.000000,976.000000,945.000000,952.250000,952.250000,1378704
2023-04-19,952.400024,955.000000,920.500000,935.799988,935.799988,1177133
2023-04-20,937.000000,948.900024,925.000000,933.049988,933.049988,1181812
2023-04-21,937.000000,938.000000,911.299988,916.200012,916.200012,727246
2023-04-24,916.200012,916.250000,880.000000,887.099976,887.099976,1450872
2023-04-25,870.000000,931.450012,864.900024,931.150024,931.150024,2314534
2023-04-26,934.799988,953.299988,920.000000,924.599976,924.599976,1626606
2023-04-27,924.599976,925.000000,907.049988,917.049988,917.049988,695987
2023-04-28,926.799988,960.000000,922.099976,951.000000,951.000000,2759309
2023-05-02,994.750000,998.549988,951.150024,974.650024,974.650024,3323308
2023-05-03,972.000000,980.000000,928.950012,942.049988,942.049988,1870972
2023-05-04,936.000000,950.000000,933.500000,945.549988,945.549988,3394830
2023-05-05,946.950012,957.650024,933.000000,940.549988,940.549988,3266241
2023-05-08,922.000000,925.950012,903.299988,917.299988,917.299988,3406153
2023-05-09,917.299988,928.900024,899.349976,903.150024,903.150024,3476977
2023-05-10,890.000000,905.000000,885.000000,902.349976,902.349976,3682237
2023-05-11,904.400024,925.000000,904.400024,913.549988,913.549988,1061641
2023-05-12,920.000000,920.000000,894.250000,895.599976,895.599976,749875
2023-05-15,905.000000,913.799988,864.000000,868.700012,868.700012,868695
2023-05-16,868.950012,899.950012,868.000000,874.150024,874.150024,822421
2023-05-17,885.000000,888.849976,867.049988,875.400024,875.400024,781898
2023-05-18,886.549988,887.400024,850.000000,860.549988,860.549988,646071
2023-05-19,839.000000,903.549988,818.599976,896.950012,896.950012,2849747
2023-05-22,934.000000,941.750000,928.950012,941.750000,941.750000,460730
2023-05-23,988.799988,988.799988,988.799988,988.799988,988.799988,228535
2023-05-24,1025.000000,1038.199951,952.599976,984.250000,984.250000,7440008
2023-05-25,982.400024,995.000000,954.099976,970.650024,970.650024,1892394
2023-05-26,979.549988,982.000000,960.000000,963.349976,963.349976,866198
2023-05-29,989.900024,989.900024,965.099976,977.849976,977.849976,3177944
2023-05-30,984.849976,984.849976,954.000000,966.849976,966.849976,2694114
2023-05-31,960.000000,998.000000,933.750000,977.700012,977.700012,6233565
2023-06-01,997.250000,1011.000000,984.000000,993.950012,993.950012,4639202
2023-06-02,992.000000,992.000000,975.900024,983.549988,983.549988,3707803
2023-06-05,989.650024,995.000000,983.000000,987.849976,987.849976,3596959
2023-06-06,990.000000,996.000000,980.000000,991.849976,991.849976,4003295
2023-06-07,1006.849976,1010.000000,982.000000,985.549988,985.549988,1247714
2023-06-08,987.000000,993.400024,971.000000,976.000000,976.000000,636876
2023-06-09,972.000000,977.000000,961.250000,963.650024,963.650024,416990
2023-06-12,968.950012,970.000000,955.000000,961.099976,961.099976,431395
2023-06-13,961.000000,963.900024,946.049988,955.299988,955.299988,476248
2023-06-14,955.000000,961.000000,948.099976,957.650024,957.650024,381844
2023-06-15,952.500000,991.000000,951.000000,962.599976,962.599976,969057
2023-06-16,967.950012,987.000000,963.400024,975.049988,975.049988,1954444
2023-06-19,982.849976,984.000000,957.849976,960.349976,960.349976,430174
2023-06-20,961.000000,967.000000,952.000000,961.700012,961.700012,320086
2023-06-21,963.950012,982.000000,954.200012,977.000000,977.000000,4202611
2023-06-22,979.700012,982.799988,967.450012,974.849976,974.849976,4562722
2023-06-23,973.000000,973.000000,938.000000,959.849976,959.849976,5559363
2023-06-26,940.000000,973.900024,925.000000,968.450012,968.450012,6002771
2023-06-27,970.950012,977.849976,956.099976,959.549988,959.549988,415940
2023-06-28,959.849976,963.450012,897.700012,956.650024,956.650024,55121312
2023-06-30,961.650024,966.599976,938.250000,945.900024,945.900024,1326330
2023-07-03,955.849976,956.950012,940.000000,942.849976,942.849976,634378
2023-07-04,942.900024,952.799988,938.450012,946.000000,946.000000,572039
2023-07-05,946.000000,956.200012,941.000000,948.200012,948.200012,567900
2023-07-06,950.950012,972.900024,948.400024,962.200012,962.200012,799351
2023-07-07,962.799988,964.900024,946.000000,951.000000,951.000000,585951
2023-07-10,959.849976,973.000000,935.250000,959.450012,959.450012,828417
2023-07-11,952.000000,973.000000,946.000000,965.150024,965.150024,603865
2023-07-12,963.049988,969.450012,950.000000,954.549988,954.549988,550399
2023-07-13,960.000000,970.000000,945.000000,947.049988,947.049988,542919
2023-07-14,952.950012,968.299988,945.950012,965.200012,965.200012,618578
2023-07-17,970.150024,979.000000,961.000000,965.299988,965.299988,754573
2023-07-18,968.000000,1020.000000,957.099976,973.750000,973.750000,2254479
2023-07-19,982.000000,988.000000,971.099976,979.650024,979.650024,735702
2023-07-20,981.950012,991.700012,977.150024,985.000000,985.000000,821313
2023-07-21,985.000000,1000.000000,979.700012,995.549988,995.549988,729192
2023-07-24,998.950012,1004.950012,986.150024,989.150024,989.150024,479401
2023-07-25,990.000000,1088.050049,990.000000,1088.050049,1088.050049,3645365
2023-07-26,1114.000000,1184.849976,1100.000000,1140.400024,1140.400024,6346278
2023-07-27,1148.000000,1172.500000,1111.199951,1119.199951,1119.199951,2025025
2023-07-28,1129.000000,1134.800049,1085.000000,1092.599976,1092.599976,1524478
2023-07-31,1109.000000,1137.900024,1080.000000,1093.300049,1093.300049,3152824
2023-08-01,1115.000000,1131.849976,1083.800049,1087.050049,1087.050049,2143083
2023-08-02,1087.000000,1094.000000,1045.050049,1052.449951,1052.449951,1245613
2023-08-03,1052.449951,1067.000000,1028.050049,1036.000000,1036.000000,2555083
2023-08-04,1041.699951,1062.250000,1008.150024,1012.549988,1012.549988,924378
2023-08-07,1015.900024,1018.500000,885.099976,965.900024,965.900024,9340727
2023-08-08,977.700012,1014.799988,973.400024,984.299988,984.299988,3855260
2023-08-09,994.900024,1003.000000,960.099976,971.299988,971.299988,1692921
2023-08-10,976.650024,988.000000,970.450012,973.900024,973.900024,1202964
2023-08-11,979.049988,988.000000,967.049988,971.349976,971.349976,816244
2023-08-14,950.000000,958.799988,940.099976,951.250000,951.250000,1039901
2023-08-16,956.599976,962.750000,942.799988,948.500000,948.500000,812634
2023-08-17,955.000000,959.650024,930.000000,933.500000,933.500000,1203944
2023-08-18,940.549988,1024.949951,938.150024,994.750000,994.750000,5524623
2023-08-21,1006.400024,1035.000000,1003.400024,1020.049988,1020.049988,2525140
2023-08-22,1029.900024,1044.849976,1009.150024,1015.099976,1015.099976,1863617
2023-08-23,1020.799988,1024.800049,953.000000,971.500000,971.500000,1549871
2023-08-24,985.000000,1001.950012,977.099976,983.650024,983.650024,949991
2023-08-25,985.400024,995.000000,973.000000,979.450012,979.450012,589826
2023-08-28,997.099976,998.500000,965.599976,980.099976,980.099976,650632
2023-08-29,984.049988,985.000000,963.049988,974.500000,974.500000,1469569
2023-08-30,974.500000,977.849976,966.000000,970.500000,970.500000,705104
2023-08-31,932.049988,959.849976,920.700012,928.650024,928.650024,4440751
2023-09-01,928.599976,957.000000,905.150024,949.099976,949.099976,4096797
2023-09-04,952.900024,964.000000,942.000000,959.200012,959.200012,4893856
2023-09-05,959.200012,968.500000,951.700012,962.099976,962.099976,5108072
2023-09-06,963.000000,1015.000000,954.000000,1006.099976,1006.099976,7453688
2023-09-07,1009.849976,1015.150024,995.000000,1002.650024,1002.650024,5105272
2023-09-08,1002.650024,1012.349976,998.000000,1001.200012,1001.200012,5254899
2023-09-11,1017.950012,1025.849976,1002.799988,1014.650024,1014.650024,7208880
2023-09-12,1021.950012,1026.949951,985.000000,1004.799988,1004.799988,7833978
2023-09-13,1002.750000,1002.900024,967.000000,985.799988,985.799988,962195
2023-09-14,990.950012,999.950012,982.000000,983.799988,983.799988,466895
2023-09-15,990.000000,1012.000000,983.799988,1006.450012,1006.450012,1393292
2023-09-18,1015.000000,1029.949951,1001.000000,1004.950012,1004.950012,5210864
2023-09-20,1004.950012,1025.250000,988.150024,1008.950012,1008.950012,7657175
2023-09-21,1017.450012,1026.000000,1007.900024,1023.450012,1023.450012,8252497
2023-09-22,1025.000000,1025.449951,999.000000,1018.799988,1018.799988,6840537
2023-09-25,1021.950012,1021.950012,1002.400024,1013.799988,1013.799988,4649263
2023-09-26,1016.599976,1016.599976,999.000000,1012.299988,1012.299988,5535950
2023-09-27,1000.000000,1020.000000,998.000000,1018.750000,1018.750000,5379612
2023-09-28,1020.000000,1021.250000,1001.000000,1012.450012,1012.450012,3914462
2023-09-29,1005.049988,1011.950012,984.000000,987.150024,987.150024,895626
2023-10-03,995.099976,997.950012,970.000000,973.950012,973.950012,500850
2023-10-04,975.049988,997.400024,965.250000,971.900024,971.900024,755636
2023-10-05,978.950012,982.099976,955.000000,959.650024,959.650024,451208
2023-10-06,965.000000,968.950012,958.549988,961.250000,961.250000,359021
2023-10-09,955.000000,955.000000,935.650024,938.950012,938.950012,574852
2023-10-10,941.049988,949.000000,938.000000,939.750000,939.750000,356178
2023-10-11,949.650024,970.849976,946.299988,962.450012,962.450012,775846
