Date,Open,High,Low,Close,Adj Close,Volume
2023-09-26,98.599998,100.400002,97.900002,99.900002,99.900002,36822528
2023-09-27,99.900002,101.199997,98.500000,100.099998,100.099998,34894254
2023-09-28,100.349998,100.599998,99.300003,99.949997,99.949997,25885383
2023-09-29,100.050003,102.750000,99.599998,101.500000,101.500000,49524816
2023-10-03,101.000000,105.900002,100.000000,105.300003,105.300003,82983688
2023-10-04,104.400002,104.400002,100.349998,100.750000,100.750000,68727969
2023-10-05,102.599998,107.699997,102.349998,105.400002,105.400002,140096809
2023-10-06,106.400002,107.199997,104.000000,104.449997,104.449997,65041435
2023-10-09,103.800003,105.250000,101.000000,103.900002,103.900002,53811658
2023-10-10,104.900002,107.949997,104.650002,106.050003,106.050003,67712329
2023-10-11,106.800003,109.800003,106.550003,109.000000,109.000000,93838782
2023-10-12,110.199997,113.250000,109.500000,109.849998,109.849998,117710894
2023-10-13,109.849998,111.800003,109.099998,111.000000,111.000000,55786063
2023-10-16,111.900002,112.750000,110.849998,111.500000,111.500000,47455521
2023-10-17,112.500000,114.199997,111.500000,113.849998,113.849998,55351894
2023-10-18,114.500000,115.099998,109.500000,113.199997,113.199997,100553806
2023-10-19,112.000000,113.150002,110.650002,111.650002,111.650002,43517012
2023-10-20,114.000000,114.500000,112.150002,113.349998,113.349998,64427436
2023-10-23,113.800003,113.900002,106.800003,108.900002,108.900002,70944550
2023-10-25,105.650002,109.500000,105.550003,108.250000,108.250000,59685089
2023-10-26,107.500000,108.000000,101.250000,106.449997,106.449997,108605538
2023-10-27,107.349998,109.250000,105.050003,105.650002,105.650002,43738547
2023-10-30,106.199997,108.599998,105.699997,107.699997,107.699997,48282252
2023-10-31,107.849998,108.150002,104.250000,105.099998,105.099998,49382539
2023-11-01,105.599998,107.150002,103.250000,103.699997,103.699997,47911258
2023-11-02,105.000000,108.000000,104.900002,107.550003,107.550003,47086204
2023-11-03,108.800003,119.900002,108.699997,116.500000,116.500000,238833377
2023-11-06,119.599998,123.900002,118.250000,123.300003,123.300003,186288904
2023-11-07,123.550003,126.349998,120.500000,121.300003,121.300003,120886007
2023-11-08,122.000000,125.699997,121.300003,125.150002,125.150002,75041688
2023-11-09,125.250000,125.550003,121.349998,121.849998,121.849998,50307832
2023-11-10,122.000000,123.300003,120.699997,121.300003,121.300003,43388163
2023-11-13,122.650002,123.099998,121.500000,122.199997,122.199997,28348143
2023-11-15,123.300003,125.199997,119.750000,120.250000,120.250000,60088818
2023-11-16,120.900002,122.550003,120.699997,121.849998,121.849998,36895083
2023-11-17,122.000000,125.000000,121.500000,122.199997,122.199997,43882213
2023-11-20,122.849998,123.400002,117.349998,118.150002,118.150002,52784478
2023-11-21,118.550003,119.000000,116.050003,116.500000,116.500000,45193553
2023-11-22,116.000000,117.800003,114.349998,115.300003,115.300003,52799865
2023-11-23,113.599998,115.750000,112.500000,112.949997,112.949997,56329090
2023-11-24,114.150002,116.000000,112.900002,113.250000,113.250000,49980086
2023-11-28,114.900002,116.900002,113.500000,113.800003,113.800003,61963724
2023-11-29,117.000000,119.199997,114.000000,116.599998,116.599998,115274058
2023-11-30,118.800003,120.699997,116.150002,118.550003,118.550003,225208168
2023-12-01,118.000000,118.349998,115.099998,116.300003,116.300003,57261076
2023-12-04,118.750000,119.000000,116.250000,117.400002,117.400002,66057180
2023-12-05,117.900002,118.250000,116.250000,116.750000,116.750000,57483305
2023-12-06,117.150002,119.699997,116.599998,118.900002,118.900002,48171753
2023-12-07,119.599998,122.199997,118.400002,121.699997,121.699997,52483562
2023-12-08,123.000000,123.900002,119.300003,119.949997,119.949997,44213196
2023-12-11,119.949997,120.500000,117.550003,118.449997,118.449997,32372287
2023-12-12,119.000000,119.300003,114.150002,116.750000,116.750000,40800538
2023-12-13,116.900002,120.500000,116.150002,120.000000,120.000000,48092329
2023-12-14,121.000000,124.949997,120.500000,124.150002,124.150002,74178495
2023-12-15,124.500000,125.000000,122.400002,123.599998,123.599998,39542770
2023-12-18,123.400002,129.199997,121.550003,128.550003,128.550003,89553155
2023-12-19,129.000000,131.750000,127.400002,130.250000,130.250000,64117314
2023-12-20,130.350006,131.000000,123.150002,124.750000,124.750000,49006056
2023-12-21,122.150002,128.699997,120.199997,127.349998,127.349998,52326124
2023-12-22,130.550003,131.000000,125.300003,128.500000,128.500000,63113800
2023-12-26,128.500000,128.699997,124.300003,125.000000,125.000000,25499782
2023-12-27,125.699997,127.599998,125.550003,127.050003,127.050003,21757560
2023-12-28,124.900002,125.500000,120.599998,123.199997,123.199997,72865479
2023-12-29,124.000000,125.550003,123.250000,123.699997,123.699997,27512604
2024-01-01,124.449997,125.599998,122.849998,124.500000,124.500000,24228685
2024-01-02,127.000000,129.449997,125.500000,128.699997,128.699997,69395959
2024-01-03,128.800003,130.250000,127.099998,127.550003,127.550003,39101172
2024-01-04,128.399994,130.899994,126.449997,129.750000,129.750000,45285624
2024-01-05,130.899994,134.350006,128.949997,133.300003,133.300003,55608923
2024-01-08,133.649994,133.649994,130.000000,132.850006,132.850006,38912423
2024-01-09,133.199997,135.000000,132.600006,134.300003,134.300003,33803263
2024-01-10,134.250000,136.149994,132.250000,134.649994,134.649994,29917881
2024-01-11,135.300003,139.000000,135.050003,138.350006,138.350006,41809415
2024-01-12,140.000000,141.500000,136.800003,139.550003,139.550003,45508277
2024-01-15,139.550003,139.550003,139.550003,139.550003,139.550003,0
2024-01-16,135.000000,135.300003,131.000000,133.550003,133.550003,47043428
2024-01-17,132.399994,132.399994,126.750000,127.400002,127.400002,76780526
2024-01-18,128.050003,129.800003,121.599998,129.449997,129.449997,111946831
2024-01-19,130.500000,135.500000,128.000000,135.050003,135.050003,81155018
2024-01-23,136.300003,137.300003,127.000000,130.100006,130.100006,72520625
2024-01-24,131.449997,136.899994,129.800003,136.199997,136.199997,54612769
2024-01-25,135.899994,138.199997,132.800003,136.149994,136.149994,60682540
2024-01-29,136.899994,137.699997,132.350006,135.550003,135.550003,55871017
2024-01-30,135.850006,138.800003,134.649994,137.199997,137.199997,57612020
2024-01-31,140.000000,142.000000,138.000000,139.550003,139.550003,89833027
2024-02-01,141.000000,143.500000,138.550003,140.550003,140.550003,70252449
2024-02-02,141.800003,145.000000,141.449997,143.800003,143.800003,78666454
2024-02-05,145.000000,145.399994,138.250000,140.250000,140.250000,54189688
2024-02-06,140.399994,141.800003,138.050003,139.949997,139.949997,46782951
2024-02-07,141.000000,142.899994,139.649994,140.399994,140.399994,75083259
2024-02-08,142.500000,147.500000,139.000000,144.100006,144.100006,184839649
2024-02-09,146.899994,151.399994,142.250000,149.449997,149.449997,257918995
2024-02-12,151.000000,158.800003,149.500000,153.800003,153.800003,155848102
2024-02-13,154.350006,157.899994,149.000000,154.750000,154.750000,79935680
2024-02-14,152.949997,153.750000,150.100006,152.250000,152.250000,38221083
2024-02-15,157.000000,159.199997,154.000000,154.850006,154.850006,77367585
2024-02-16,156.899994,160.000000,155.350006,156.699997,156.699997,61209337
2024-02-19,157.449997,160.449997,155.600006,157.500000,157.500000,60218202
2024-02-20,159.699997,163.800003,158.699997,161.050003,161.050003,85356675
2024-02-21,162.300003,167.800003,157.600006,158.649994,158.649994,91140945
2024-02-22,159.550003,163.000000,156.600006,162.100006,162.100006,67614848
2024-02-23,162.399994,164.800003,160.800003,164.050003,164.050003,37200710
2024-02-26,165.199997,168.500000,163.149994,164.199997,164.199997,33433566
2024-02-27,163.750000,163.850006,158.000000,161.300003,161.300003,29921497
2024-02-28,161.899994,161.949997,155.350006,159.350006,159.350006,41883110
2024-02-29,156.449997,168.850006,155.449997,165.449997,165.449997,175785440
2024-03-01,168.000000,173.500000,165.600006,166.500000,166.500000,42587331
2024-03-04,168.000000,175.600006,168.000000,169.800003,169.800003,55751426
2024-03-05,170.750000,171.500000,164.050003,165.850006,165.850006,29313864
2024-03-06,164.399994,164.399994,157.500000,161.550003,161.550003,95621548
2024-03-07,161.750000,163.449997,158.649994,160.000000,160.000000,43685238
2024-03-11,161.000000,163.199997,149.000000,154.850006,154.850006,51519591
2024-03-12,156.600006,157.899994,152.149994,156.899994,156.899994,31159766
2024-03-13,157.449997,158.250000,147.500000,148.649994,148.649994,53202095
2024-03-14,147.100006,157.300003,144.300003,152.750000,152.750000,45708365
2024-03-15,152.850006,161.699997,152.449997,160.050003,160.050003,95085427
