Date,Open,High,Low,Close,Adj Close,Volume
2023-03-17,204.449997,206.399994,203.649994,205.149994,203.257034,6398045
2023-03-20,204.500000,204.550003,200.500000,202.600006,200.730576,6100721
2023-03-21,203.000000,203.600006,201.600006,202.300003,200.433334,4431418
2023-03-22,203.350006,203.800003,200.500000,200.949997,199.095795,7561000
2023-03-23,200.000000,202.199997,199.550003,200.100006,198.253647,5367782
2023-03-24,200.100006,201.250000,192.100006,192.750000,190.971451,16010459
2023-03-27,192.899994,194.000000,184.449997,186.649994,184.927734,22247890
2023-03-28,186.699997,187.500000,182.350006,183.949997,182.252655,12023683
2023-03-29,184.500000,187.699997,183.300003,185.500000,183.788345,17480941
2023-03-31,188.500000,191.600006,187.949997,190.250000,188.494522,13519886
2023-04-03,193.350006,196.050003,192.050003,193.949997,192.160385,14927965
2023-04-05,194.649994,194.949997,192.500000,194.600006,192.804382,7802577
2023-04-06,193.500000,196.000000,192.100006,195.250000,193.448380,8898362
2023-04-10,195.500000,197.750000,195.100006,195.699997,193.894226,7752647
2023-04-11,197.000000,197.899994,195.800003,197.550003,195.727173,4957133
2023-04-12,198.000000,198.600006,195.550003,197.100006,195.281326,8183550
2023-04-13,197.199997,197.199997,194.250000,196.300003,194.488693,6448150
2023-04-17,196.300003,197.600006,194.800003,196.949997,195.132690,4756452
2023-04-18,197.500000,198.199997,196.149994,197.250000,195.429932,4249222
2023-04-19,197.550003,197.750000,193.050003,193.449997,191.664993,6753761
2023-04-20,193.550003,196.800003,193.449997,196.399994,194.587769,6086016
2023-04-21,196.949997,196.949997,194.500000,195.699997,193.894226,4015567
2023-04-24,196.500000,196.699997,194.800003,195.850006,194.042862,5017631
2023-04-25,195.850006,198.800003,195.350006,197.649994,195.826233,5957551
2023-04-26,197.649994,198.949997,196.149994,198.199997,196.371170,4910837
2023-04-27,198.449997,199.949997,197.649994,198.500000,196.668396,5215692
2023-04-28,199.500000,201.550003,199.000000,201.100006,199.244415,7951645
2023-05-02,201.949997,202.949997,200.399994,201.750000,199.888412,6881245
2023-05-03,201.800003,204.250000,200.449997,203.800003,201.919495,8641713
2023-05-04,203.899994,204.550003,202.100006,203.850006,201.969040,8211667
2023-05-05,203.899994,205.600006,199.399994,200.149994,198.303162,16337389
2023-05-08,201.500000,203.199997,199.500000,202.699997,200.829636,7724617
